,cust_number,buisness_year,doc_id,converted_usd,business_code_enc,day_of_postingdate,month_of_postingdate,year_of_postingdate,day_of_dueindate,month_of_dueindate,year_of_dueindate,day_of_baselinecreatedate,month_of_baselinecreatedate,year_of_baselinecreatedate,cust_payment_terms_enc,name_customer_enc,due_in_date,clear_date,Aging Bucket
5487,200705742,2020,1930837596.0,27712.496,66,30,4,2020,15,5,2020,30,4,2020,18,842,2020-05-15,2020-05-09,
5488,200592182,2020,1930823338.0,3177.9859999999994,66,24,4,2020,26,4,2020,16,4,2020,34,732,2020-04-26,2020-04-24,
5489,100031704,2020,1930674357.0,73615.829,66,21,3,2020,5,4,2020,21,3,2020,18,747,2020-04-05,2020-04-08,0-15
5490,200793830,2020,1930718820.0,100889.04000000001,66,29,3,2020,13,4,2020,29,3,2020,18,1688,2020-04-13,2020-04-17,0-15
5491,200769623,2020,1930646560.0,1329.23,66,14,3,2020,29,3,2020,14,3,2020,32,2996,2020-03-29,2020-03-31,0-15
5492,200769623,2020,1930708472.0,271.26399999999995,66,28,3,2020,12,4,2020,28,3,2020,32,2998,2020-04-12,2020-04-07,
5493,200936373,2020,1930671513.0,34614.202,66,21,3,2020,5,4,2020,21,3,2020,18,2658,2020-04-05,2020-04-06,0-15
5494,200416837,2020,1930672071.0,757.9739999999999,66,20,3,2020,8,4,2020,16,3,2020,36,722,2020-04-08,2020-04-07,
5495,200803720,2020,1930819084.0,4357.121999999999,66,23,4,2020,26,4,2020,16,4,2020,34,718,2020-04-26,2020-04-23,
5496,200875006,2020,1930813619.0,62765.92,66,21,4,2020,6,5,2020,21,4,2020,18,1584,2020-05-06,2020-05-10,0-15
5497,200457993,2020,1930652520.0,1954.6799999999998,66,14,3,2020,15,4,2020,14,3,2020,11,2460,2020-04-15,2020-04-15,0-15
5498,2013,2020,1930599497.0,1785.56,66,8,3,2020,8,3,2020,8,3,2020,65,1533,2020-03-08,2020-04-20,31-45
5499,200707822,2020,1930775735.0,32894.708,66,10,4,2020,25,4,2020,10,4,2020,18,2232,2020-04-25,2020-04-22,
5500,200799367,2020,1930630103.0,31439.946999999996,66,10,3,2020,25,3,2020,10,3,2020,18,1836,2020-03-25,2020-03-31,0-15
5501,200769623,2020,1930725367.0,22993.893999999997,66,1,4,2020,16,4,2020,1,4,2020,32,3005,2020-04-16,2020-04-17,0-15
5502,200769623,2020,1930809619.0,13024.34,66,23,4,2020,8,5,2020,23,4,2020,32,2995,2020-05-08,2020-05-10,0-15
5503,200744019,2020,1930825442.0,13338.024,66,25,4,2020,10,5,2020,25,4,2020,18,2795,2020-05-10,2020-05-20,0-15
5504,200126819,2020,1930764532.0,8773.079,66,15,4,2020,30,4,2020,15,4,2020,18,1847,2020-04-30,2020-05-04,0-15
5505,200794332,2020,1930860242.0,6155.163,66,7,5,2020,22,5,2020,7,5,2020,20,625,2020-05-22,2020-05-23,0-15
5506,200744019,2020,1930809240.0,1636.8029999999999,66,22,4,2020,7,5,2020,22,4,2020,18,2795,2020-05-07,2020-05-17,0-15
5507,200795490,2020,1930854552.0,59700.98399999999,66,4,5,2020,19,5,2020,4,5,2020,18,1314,2020-05-19,2020-05-22,0-15
5508,200769623,2020,1930678892.0,2289.028,66,21,3,2020,5,4,2020,21,3,2020,32,3005,2020-04-05,2020-04-07,0-15
5509,200759878,2020,1930732028.0,84313.222,66,2,4,2020,17,5,2020,2,4,2020,63,2385,2020-05-17,2020-05-13,
5510,200704858,2020,1930699440.0,70345.149,66,26,3,2020,10,4,2020,26,3,2020,18,2967,2020-04-10,2020-04-14,0-15
5511,200769623,2020,1930788334.0,5399.646,66,16,4,2020,1,5,2020,16,4,2020,32,2995,2020-05-01,2020-05-03,0-15
5512,200780383,2020,1930802801.0,45802.113,66,20,4,2020,5,5,2020,20,4,2020,18,1869,2020-05-05,2020-05-10,0-15
5513,100014724,2020,1930690497.0,71366.63799999999,66,25,3,2020,8,4,2020,16,3,2020,36,725,2020-04-08,2020-04-08,0-15
5514,200769623,2020,1930718521.0,43022.861,66,31,3,2020,15,4,2020,31,3,2020,32,2996,2020-04-15,2020-04-16,0-15
5515,100031704,2020,1930859101.0,31068.436,66,6,5,2020,21,5,2020,6,5,2020,18,752,2020-05-21,2020-05-21,0-15
5516,100021540,2020,1930808858.0,21083.181,66,21,4,2020,1,5,2020,21,4,2020,9,1791,2020-05-01,2020-05-01,0-15
5517,200769623,2020,1930770667.0,6716.556,66,10,4,2020,25,4,2020,10,4,2020,32,3003,2020-04-25,2020-04-26,0-15
5518,100012991,2020,2960630124.0,486.18,66,20,4,2020,1,5,2020,21,4,2020,5,550,2020-05-01,2020-05-01,0-15
5519,100051489,2020,1930683555.0,13398.0,66,21,3,2020,5,4,2020,21,3,2020,18,2919,2020-04-05,2020-04-16,0-15
5520,200353024,2020,1930875790.0,7269.164,66,7,5,2020,11,5,2020,1,5,2020,34,736,2020-05-11,2020-05-08,
5521,200769623,2020,1930654762.0,2990.5119999999997,66,17,3,2020,1,4,2020,17,3,2020,32,2996,2020-04-01,2020-04-03,0-15
5522,200769623,2020,1930885121.0,41325.045999999995,66,10,5,2020,25,5,2020,10,5,2020,32,3003,2020-05-25,2020-05-25,0-15
5523,200773364,2020,1930670821.0,23197.657,66,20,3,2020,4,4,2020,20,3,2020,18,2864,2020-04-04,2020-04-01,
5524,200726979,2020,1930655909.0,731.7309999999999,66,15,3,2020,30,3,2020,15,3,2020,18,334,2020-03-30,2020-04-01,0-15
5525,200762301,2020,1930730157.0,46709.047,66,3,4,2020,18,4,2020,3,4,2020,24,450,2020-04-18,2020-04-20,0-15
5526,200704858,2020,1930670263.0,9589.944,66,20,3,2020,24,5,2020,20,3,2020,31,2966,2020-05-24,2020-05-26,0-15
5527,200769623,2020,1930710030.0,12489.918,66,28,3,2020,12,4,2020,28,3,2020,32,2995,2020-04-12,2020-04-14,0-15
5528,140104429,2020,2960617052.0,52992.99,66,27,2,2020,9,3,2020,28,2,2020,5,636,2020-03-09,2020-03-23,0-15
5529,200772595,2020,1930684105.0,1463.7699999999998,66,21,3,2020,5,4,2020,21,3,2020,18,2402,2020-04-05,2020-04-07,0-15
5530,200780383,2020,1930752263.0,98904.323,66,6,4,2020,21,4,2020,6,4,2020,18,1866,2020-04-21,2020-04-25,0-15
5531,200726979,2020,1930689396.0,428.568,66,24,3,2020,8,4,2020,24,3,2020,18,331,2020-04-08,2020-04-02,
5532,200783734,2020,1930743980.0,38783.227,66,3,4,2020,18,4,2020,3,4,2020,18,926,2020-04-18,2020-04-20,0-15
5533,200759082,2020,1930646427.0,69393.492,66,12,3,2020,27,3,2020,12,3,2020,18,1344,2020-03-27,2020-03-31,0-15
5534,200762301,2020,1930777962.0,14633.367,66,12,4,2020,27,4,2020,12,4,2020,24,451,2020-04-27,2020-04-29,0-15
5535,200769623,2020,1930767218.0,21039.143999999997,66,9,4,2020,24,4,2020,9,4,2020,32,3005,2020-04-24,2020-04-25,0-15
5536,200769623,2020,1930710532.0,3953.7959999999994,66,27,3,2020,11,4,2020,27,3,2020,32,3004,2020-04-11,2020-04-12,0-15
5537,200762301,2020,1930732637.0,32533.577999999998,66,2,4,2020,17,4,2020,2,4,2020,24,452,2020-04-17,2020-04-19,0-15
5538,200782669,2020,1930830804.0,8951.145,66,27,4,2020,12,5,2020,27,4,2020,18,2699,2020-05-12,2020-05-17,0-15
5539,200915438,2020,1930670473.0,5615.75,66,24,3,2020,8,4,2020,24,3,2020,18,1178,2020-04-08,2020-04-10,0-15
5540,200769623,2020,1930729436.0,31545.387999999995,66,2,4,2020,17,4,2020,2,4,2020,32,2996,2020-04-17,2020-04-19,0-15
5541,200769623,2020,1930845496.0,11729.136999999999,66,2,5,2020,17,5,2020,2,5,2020,32,2998,2020-05-17,2020-05-17,0-15
5542,200152991,2020,1930641369.0,580.832,66,11,3,2020,26,3,2020,11,3,2020,18,1422,2020-03-26,2020-03-29,0-15
5543,140104409,2020,2960632546.0,132303.52,66,3,5,2020,15,5,2020,5,5,2020,5,1668,2020-05-15,2020-05-21,0-15
5544,200148860,2020,1930768897.0,36266.503,66,9,4,2020,24,4,2020,9,4,2020,18,819,2020-04-24,2020-04-21,
5545,200707822,2020,1930653856.0,66569.552,66,15,3,2020,30,3,2020,15,3,2020,18,2229,2020-03-30,2020-03-27,
5546,200762301,2020,1930684885.0,3921.589,66,23,3,2020,7,4,2020,23,3,2020,24,447,2020-04-07,2020-04-09,0-15
5547,200705742,2020,1930862741.0,59201.88399999999,66,7,5,2020,27,5,2020,7,5,2020,26,845,2020-05-27,2020-05-24,
5548,200762301,2020,1930709667.0,6494.109999999999,66,27,3,2020,11,4,2020,27,3,2020,24,451,2020-04-11,2020-04-12,0-15
5549,200769623,2020,1930775750.0,16064.391,66,12,4,2020,27,4,2020,12,4,2020,32,3001,2020-04-27,2020-04-28,0-15
5550,200743996,2020,1930635760.0,13731.452,66,12,3,2020,27,3,2020,12,3,2020,18,2621,2020-03-27,2020-03-30,0-15
5551,200769623,2020,1930686862.0,29535.897999999997,66,23,3,2020,7,4,2020,23,3,2020,32,2998,2020-04-07,2020-04-09,0-15
5552,200230690,2020,1930674515.0,3444.609,66,20,3,2020,23,3,2020,16,3,2020,33,738,2020-03-23,2020-03-21,
5553,140106408,2020,2960628515.0,86308.7,66,14,4,2020,25,4,2020,15,4,2020,5,2988,2020-04-25,2020-05-06,0-15
5554,200759878,2020,1930785795.0,73864.44099999999,66,15,4,2020,30,5,2020,15,4,2020,63,2390,2020-05-30,2020-05-26,
5555,140104440,2020,2960626361.0,47041.27,66,5,4,2020,22,4,2020,12,4,2020,5,2561,2020-04-22,2020-04-27,0-15
5556,100001196,2020,1930828156.0,4947.313,66,27,4,2020,12,5,2020,27,4,2020,18,824,2020-05-12,2020-05-06,
5557,200761734,2020,1930747441.0,37077.445999999996,66,5,4,2020,20,4,2020,5,4,2020,18,1198,2020-04-20,2020-04-21,0-15
5558,200769623,2020,1930570967.0,10693.907,66,27,2,2020,13,3,2020,27,2,2020,32,3000,2020-03-13,2020-03-14,0-15
5559,200769623,2020,1930859321.0,30228.246999999996,66,5,5,2020,20,5,2020,5,5,2020,32,3001,2020-05-20,2020-05-22,0-15
5560,200769623,2020,1930664308.0,34230.329,66,17,3,2020,1,4,2020,17,3,2020,32,3000,2020-04-01,2020-03-31,
5561,200727278,2020,1930798227.0,55279.66499999999,66,20,4,2020,5,5,2020,20,4,2020,18,335,2020-05-05,2020-05-07,0-15
5562,200719526,2020,1930823050.0,3410.3999999999996,66,29,4,2020,14,5,2020,29,4,2020,18,2467,2020-05-14,2020-05-14,0-15
5563,200752302,2020,1930681399.0,45736.34099999999,66,21,3,2020,5,4,2020,21,3,2020,18,1582,2020-04-05,2020-04-09,0-15
5564,140104340,2020,2960626766.0,34932.15,66,5,4,2020,17,4,2020,7,4,2020,5,584,2020-04-17,2020-04-23,0-15
5565,200769623,2020,1930573798.0,20472.655,66,27,2,2020,13,3,2020,27,2,2020,32,3005,2020-03-13,2020-03-14,0-15
5566,140103311,2020,1991841823.0,198.45,66,28,3,2020,27,4,2020,28,3,2020,55,2919,2020-04-27,2020-05-05,0-15
5567,140106372,2020,2960627609.0,21130.2,66,8,4,2020,20,4,2020,10,4,2020,5,1038,2020-04-20,2020-04-21,0-15
5568,200707822,2020,1930585308.0,64264.689999999995,66,29,2,2020,15,3,2020,29,2,2020,18,2226,2020-03-15,2020-03-12,
5569,200762301,2020,1930800776.0,499.233,66,22,4,2020,7,5,2020,22,4,2020,24,446,2020-05-07,2020-05-09,0-15
5570,200769623,2020,1930857869.0,16167.837,66,6,5,2020,21,5,2020,6,5,2020,32,3005,2020-05-21,2020-05-22,0-15
5571,200769623,2020,1930752564.0,2929.0799999999995,66,6,4,2020,21,4,2020,6,4,2020,32,2995,2020-04-21,2020-04-23,0-15
5572,200744019,2020,1930655148.0,2851.8979999999997,66,17,3,2020,1,4,2020,17,3,2020,18,2791,2020-04-01,2020-04-07,0-15
5573,200769623,2020,1930651883.0,11548.508999999998,66,17,3,2020,1,4,2020,17,3,2020,32,3002,2020-04-01,2020-04-03,0-15
5574,200744019,2020,1930653097.0,1055.383,66,17,3,2020,1,4,2020,17,3,2020,18,2790,2020-04-01,2020-04-07,0-15
5575,200729290,2020,1930693660.0,10129.658,66,25,3,2020,9,4,2020,25,3,2020,18,1583,2020-04-09,2020-04-11,0-15
5576,200149567,2020,1930656112.0,47350.17,66,16,3,2020,30,4,2020,16,3,2020,23,2919,2020-04-30,2020-05-06,0-15
5577,200794332,2020,1930583629.0,13895.462,66,28,2,2020,14,3,2020,28,2,2020,20,631,2020-03-14,2020-03-14,0-15
5578,200418007,2020,1930763620.0,29181.564999999995,66,9,4,2020,24,4,2020,9,4,2020,18,95,2020-04-24,2020-04-20,
5579,200769623,2020,1930739539.0,35604.954,66,4,4,2020,19,4,2020,4,4,2020,32,3001,2020-04-19,2020-04-17,
5580,200830009,2020,1930632244.0,38049.479999999996,66,13,3,2020,12,5,2020,13,3,2020,59,2919,2020-05-12,2020-05-12,0-15
5581,200793568,2020,1930676140.0,13667.08,66,20,3,2020,4,4,2020,20,3,2020,18,2660,2020-04-04,2020-04-08,0-15
5582,140106408,2020,2960622728.0,58121.28,66,20,3,2020,30,3,2020,20,3,2020,5,2990,2020-03-30,2020-04-10,0-15
5583,200707741,2020,1930826257.0,34437.14399999999,66,25,4,2020,10,5,2020,25,4,2020,18,2533,2020-05-10,2020-05-06,
5584,100035824,2020,1930633658.0,14905.023,66,17,3,2020,1,4,2020,17,3,2020,18,2919,2020-04-01,2020-04-02,0-15
5585,200769623,2020,1930620713.0,6688.723999999999,66,8,3,2020,23,3,2020,8,3,2020,32,2996,2020-03-23,2020-03-25,0-15
5586,200707822,2020,1930708210.0,51250.85,66,26,3,2020,10,4,2020,26,3,2020,18,2230,2020-04-10,2020-04-07,
5587,200738884,2020,1930594379.0,25964.456,66,3,3,2020,18,3,2020,3,3,2020,18,2907,2020-03-18,2020-03-24,0-15
5588,200769623,2020,1930652886.0,7436.989,66,16,3,2020,31,3,2020,16,3,2020,32,2998,2020-03-31,2020-04-01,0-15
5589,200769623,2020,1930767680.0,1328.74,66,10,4,2020,25,4,2020,10,4,2020,32,2997,2020-04-25,2020-04-26,0-15
5590,200769623,2020,1930808940.0,1635.242,66,22,4,2020,7,5,2020,22,4,2020,32,3003,2020-05-07,2020-05-08,0-15
5591,200769623,2020,1930585664.0,45838.933,66,3,3,2020,18,3,2020,3,3,2020,32,3005,2020-03-18,2020-03-18,0-15
5592,200769623,2020,1930703320.0,6245.084999999999,66,26,3,2020,10,4,2020,26,3,2020,32,3003,2020-04-10,2020-04-11,0-15
5593,200707822,2020,1930583739.0,13827.373,66,29,2,2020,15,3,2020,29,2,2020,18,2228,2020-03-15,2020-03-17,0-15
5594,200700919,2020,1930691683.0,0.504,66,24,3,2020,8,4,2020,24,3,2020,65,2908,2020-04-08,2020-07-11,Greatar than 60
5595,200705742,2020,1930603208.0,25846.400999999998,66,4,3,2020,19,3,2020,4,3,2020,18,843,2020-03-19,2020-03-14,
5596,200353024,2020,1930689917.0,621.068,66,24,3,2020,8,4,2020,16,3,2020,36,730,2020-04-08,2020-04-07,
5597,200455322,2020,1930576607.0,25485.187,66,29,2,2020,30,3,2020,29,2,2020,28,2094,2020-03-30,2020-04-06,0-15
5598,200769623,2020,1930638697.0,10651.053,66,14,3,2020,29,3,2020,14,3,2020,32,3002,2020-03-29,2020-03-30,0-15
5599,200759878,2020,1930659027.0,72885.575,66,19,3,2020,3,5,2020,19,3,2020,63,2392,2020-05-03,2020-04-30,
5600,200769623,2020,1930646800.0,6461.812,66,13,3,2020,28,3,2020,13,3,2020,32,2995,2020-03-28,2020-03-30,0-15
5601,200794332,2020,1930705010.0,9943.065999999999,66,26,3,2020,10,4,2020,26,3,2020,20,632,2020-04-10,2020-04-10,0-15
5602,102,2020,1930701001.0,16894.29,66,27,3,2020,1,5,2020,27,3,2020,30,1518,2020-05-01,2020-05-12,0-15
5603,200762301,2020,1930732685.0,34162.051,66,2,4,2020,17,4,2020,2,4,2020,24,446,2020-04-17,2020-04-19,0-15
5604,200769623,2020,1930831003.0,24599.099,66,28,4,2020,13,5,2020,28,4,2020,32,2997,2020-05-13,2020-05-15,0-15
5605,200793088,2020,1930683837.0,114040.507,66,24,3,2020,8,4,2020,24,3,2020,18,767,2020-04-08,2020-04-10,0-15
5606,200761734,2020,1930758171.0,10423.867999999999,66,7,4,2020,22,4,2020,7,4,2020,18,1193,2020-04-22,2020-04-22,0-15
5607,200772670,2020,1930670032.0,1552.7469999999998,66,18,3,2020,2,4,2020,18,3,2020,46,185,2020-04-02,2020-04-04,0-15
5608,200778870,2020,1930763229.0,3032.0640000000003,66,8,4,2020,23,4,2020,8,4,2020,18,421,2020-04-23,2020-04-27,0-15
5609,200705372,2020,1930652543.0,10944.409,66,17,3,2020,1,4,2020,17,3,2020,18,1012,2020-04-01,2020-04-03,0-15
5610,200704045,2020,1930684814.0,68060.496,66,21,3,2020,5,4,2020,21,3,2020,18,2255,2020-04-05,2020-04-04,
5611,200726979,2020,1930773665.0,144.452,66,5,4,2020,20,4,2020,5,4,2020,18,325,2020-04-20,2020-04-14,
5612,140106408,2020,2960629069.0,7680.03,66,19,4,2020,30,4,2020,20,4,2020,5,2991,2020-04-30,2020-05-12,0-15
5613,200769623,2020,1930660731.0,9509.842999999999,66,17,3,2020,1,4,2020,17,3,2020,32,2997,2020-04-01,2020-04-02,0-15
5614,200769623,2020,1930668484.0,47619.712,66,21,3,2020,5,4,2020,21,3,2020,32,3000,2020-04-05,2020-04-05,0-15
5615,200881076,2020,1930831707.0,57713.48799999999,66,30,4,2020,15,5,2020,30,4,2020,18,77,2020-05-15,2020-05-15,0-15
5616,200769623,2020,1930798335.0,22384.243,66,17,4,2020,2,5,2020,17,4,2020,32,3001,2020-05-02,2020-05-03,0-15
5617,200726979,2020,1930654886.0,46.459,66,16,3,2020,31,3,2020,16,3,2020,18,329,2020-03-31,2020-03-27,
5618,200744019,2020,1930834006.0,1203.1879999999999,66,29,4,2020,14,5,2020,29,4,2020,18,2792,2020-05-14,2020-05-25,0-15
5619,200769623,2020,1930859807.0,32110.196999999996,66,6,5,2020,21,5,2020,6,5,2020,32,3001,2020-05-21,2020-05-22,0-15
5620,200793568,2020,1930635825.0,46079.215,66,12,3,2020,27,3,2020,12,3,2020,18,2656,2020-03-27,2020-03-29,0-15
5621,200230690,2020,1930674755.0,15406.572999999999,66,20,3,2020,26,3,2020,16,3,2020,34,736,2020-03-26,2020-03-23,
5622,200769623,2020,1930712038.0,20348.93,66,28,3,2020,12,4,2020,28,3,2020,32,2998,2020-04-12,2020-04-14,0-15
5623,200769623,2020,1930748081.0,271.537,66,5,4,2020,20,4,2020,5,4,2020,32,3000,2020-04-20,2020-04-15,
5624,200769623,2020,1930710004.0,22666.413,66,27,3,2020,11,4,2020,27,3,2020,32,2999,2020-04-11,2020-04-13,0-15
5625,200769623,2020,1930758973.0,231.987,66,10,4,2020,25,4,2020,10,4,2020,32,2997,2020-04-25,2020-04-18,
5626,200152991,2020,1930688520.0,813.841,66,23,3,2020,12,4,2020,23,3,2020,26,1423,2020-04-12,2020-04-13,0-15
5627,200706844,2020,1930763810.0,4770.660999999999,66,9,4,2020,24,4,2020,9,4,2020,18,3062,2020-04-24,2020-05-01,0-15
5628,140104409,2020,2960618778.0,250924.14,66,6,3,2020,24,3,2020,14,3,2020,5,1676,2020-03-24,2020-03-29,0-15
5629,200353024,2020,1930690669.0,503.118,66,24,3,2020,23,3,2020,16,3,2020,33,730,2020-03-23,2020-03-22,
5630,200792293,2020,1930639644.0,13801.956,66,11,3,2020,26,3,2020,11,3,2020,18,2884,2020-03-26,2020-04-06,0-15
5631,200778998,2020,1930884098.0,35402.556,66,11,5,2020,26,5,2020,11,5,2020,18,497,2020-05-26,2020-05-28,0-15
5632,200769623,2020,1930700591.0,3837.7149999999997,66,27,3,2020,11,4,2020,27,3,2020,32,3002,2020-04-11,2020-04-12,0-15
5633,140104423,2020,2960626658.0,68445.97,66,9,4,2020,21,4,2020,11,4,2020,5,1897,2020-04-21,2020-04-27,0-15
5634,200763814,2020,1930845834.0,1094.8559999999998,66,1,5,2020,16,5,2020,1,5,2020,18,2731,2020-05-16,2020-05-20,0-15
5635,200769623,2020,1930714819.0,31111.885,66,27,3,2020,11,4,2020,27,3,2020,32,2996,2020-04-11,2020-04-14,0-15
5636,200743618,2020,1930764410.0,47222.868,66,9,4,2020,24,4,2020,9,4,2020,18,2919,2020-04-24,2020-04-28,0-15
5637,200769623,2020,1930675325.0,9303.791,66,20,3,2020,4,4,2020,20,3,2020,32,3001,2020-04-04,2020-04-06,0-15
5638,200781803,2020,1930683058.0,8643.011999999999,66,24,3,2020,8,4,2020,24,3,2020,18,1455,2020-04-08,2020-04-11,0-15
5639,200780383,2020,1930717003.0,56342.391,66,28,3,2020,12,4,2020,28,3,2020,18,1873,2020-04-12,2020-04-16,0-15
5640,200769623,2020,1930709729.0,8213.260999999999,66,27,3,2020,11,4,2020,27,3,2020,32,2995,2020-04-11,2020-04-13,0-15
5641,200772670,2020,1930620814.0,6837.033,66,7,3,2020,22,3,2020,7,3,2020,46,193,2020-03-22,2020-03-24,0-15
5642,200744019,2020,1930739492.0,2688.308,66,5,4,2020,20,4,2020,5,4,2020,18,2788,2020-04-20,2020-04-26,0-15
5643,200769623,2020,1930662096.0,10864.216999999999,66,20,3,2020,4,4,2020,20,3,2020,32,3000,2020-04-04,2020-04-06,0-15
5644,200769623,2020,1930802441.0,20405.146999999997,66,20,4,2020,5,5,2020,20,4,2020,32,2997,2020-05-05,2020-05-06,0-15
5645,100031704,2020,1930655705.0,2639.364,66,17,3,2020,1,4,2020,17,3,2020,18,750,2020-04-01,2020-04-03,0-15
5646,200752302,2020,1930673948.0,1667.785,66,19,3,2020,3,4,2020,19,3,2020,18,1588,2020-04-03,2020-04-05,0-15
5647,200750051,2020,1930730434.0,64756.208999999995,66,1,4,2020,16,4,2020,1,4,2020,18,62,2020-04-16,2020-04-15,
5648,200777735,2020,1930617964.0,33291.65,66,6,3,2020,21,3,2020,6,3,2020,18,1980,2020-03-21,2020-03-22,0-15
5649,200744019,2020,1930725404.0,96530.14,66,1,4,2020,16,4,2020,1,4,2020,18,2797,2020-04-16,2020-04-25,0-15
5650,200725421,2020,1930615580.0,18002.796,66,9,3,2020,24,3,2020,9,3,2020,18,289,2020-03-24,2020-03-20,
5651,140104409,2020,2960618335.0,87881.49,66,4,3,2020,16,3,2020,6,3,2020,5,1672,2020-03-16,2020-03-21,0-15
5652,200759878,2020,1930844190.0,3867.4999999999995,66,2,5,2020,17,5,2020,2,5,2020,32,2391,2020-05-17,2020-05-19,0-15
5653,140105686,2020,2960617989.0,24815.7,66,3,3,2020,21,3,2020,11,3,2020,5,2707,2020-03-21,2020-03-27,0-15
5654,200353024,2020,1930814811.0,41.41199999999999,66,22,4,2020,9,5,2020,16,4,2020,36,736,2020-05-09,2020-05-08,
5655,100001196,2020,1930782215.0,3666.2989999999995,66,14,4,2020,29,4,2020,14,4,2020,18,821,2020-04-29,2020-04-22,
5656,200706844,2020,1930781824.0,1657.7679999999998,66,13,4,2020,28,4,2020,13,4,2020,18,3067,2020-04-28,2020-05-04,0-15
5657,102,2020,1930681210.0,9730.223999999998,66,22,3,2020,26,4,2020,22,3,2020,30,1522,2020-04-26,2020-05-09,0-15
5658,200744019,2020,1930610060.0,5365.178,66,6,3,2020,21,3,2020,6,3,2020,18,2798,2020-03-21,2020-03-30,0-15
5659,200337148,2020,1930875513.0,40228.600999999995,66,6,5,2020,21,5,2020,6,5,2020,18,568,2020-05-21,2020-05-23,0-15
5660,200799367,2020,1930847526.0,45367.518,66,3,5,2020,18,5,2020,3,5,2020,18,1837,2020-05-18,2020-05-22,0-15
5661,200790107,2020,1930725851.0,10288.684,66,1,4,2020,16,4,2020,1,4,2020,24,2368,2020-04-16,2020-04-19,0-15
5662,200769623,2020,1930672186.0,189.742,66,21,3,2020,5,4,2020,21,3,2020,32,3003,2020-04-05,2020-03-29,
5663,200795490,2020,1930704825.0,8266.454,66,25,3,2020,29,5,2020,25,3,2020,31,1310,2020-05-29,2020-05-30,0-15
5664,200729942,2020,1930581076.0,5719.5599999999995,66,5,3,2020,20,3,2020,5,3,2020,18,2386,2020-03-20,2020-03-22,0-15
5665,200749225,2020,1930746932.0,13347.593,66,3,4,2020,18,4,2020,3,4,2020,18,2669,2020-04-18,2020-04-23,0-15
5666,200769623,2020,1930782614.0,9729.600999999999,66,14,4,2020,29,4,2020,14,4,2020,32,2995,2020-04-29,2020-05-01,0-15
5667,200762301,2020,1930646699.0,2302.888,66,13,3,2020,28,3,2020,13,3,2020,24,445,2020-03-28,2020-03-29,0-15
5668,140106408,2020,2960631376.0,184068.3,66,29,4,2020,17,5,2020,7,5,2020,5,2985,2020-05-17,2020-05-29,0-15
5669,200769623,2020,1930823025.0,201.292,66,24,4,2020,9,5,2020,24,4,2020,32,2998,2020-05-09,2020-05-02,
5670,100043936,2020,1930607211.0,12701.632999999998,66,5,3,2020,15,3,2020,5,3,2020,9,2919,2020-03-15,2020-04-02,16-30
5671,140104423,2020,2960633016.0,83271.64,66,5,5,2020,17,5,2020,7,5,2020,5,1903,2020-05-17,2020-05-21,0-15
5672,200743123,2020,1930830150.0,43699.061,66,29,4,2020,14,5,2020,29,4,2020,18,1583,2020-05-14,2020-05-17,0-15
5673,200723794,2020,1930715652.0,36623.594,66,29,3,2020,13,4,2020,29,3,2020,18,1917,2020-04-13,2020-04-16,0-15
5674,200769623,2020,1930885355.0,447.734,66,11,5,2020,26,5,2020,11,5,2020,32,3004,2020-05-26,2020-05-20,
5675,200794332,2020,1930805249.0,40804.88999999999,66,23,4,2020,8,5,2020,23,4,2020,20,630,2020-05-08,2020-05-10,0-15
5676,200769623,2020,1930823535.0,35823.578,66,25,4,2020,10,5,2020,25,4,2020,32,2998,2020-05-10,2020-05-09,
5677,200759878,2020,1930581280.0,19490.057999999997,66,28,2,2020,14,3,2020,28,2,2020,32,2386,2020-03-14,2020-03-14,0-15
5678,100031704,2020,1930736197.0,28186.858,66,3,4,2020,18,4,2020,3,4,2020,18,756,2020-04-18,2020-04-20,0-15
5679,200148860,2020,1930684345.0,13031.206999999999,66,23,3,2020,7,4,2020,23,3,2020,18,812,2020-04-07,2020-04-05,
5680,200769623,2020,1930883820.0,4267.9839999999995,66,10,5,2020,25,5,2020,10,5,2020,32,2998,2020-05-25,2020-05-26,0-15
5681,200773364,2020,1930684665.0,68027.939,66,24,3,2020,8,4,2020,24,3,2020,18,2863,2020-04-08,2020-04-06,
5682,200418007,2020,1930772138.0,1976.87,66,10,4,2020,25,4,2020,10,4,2020,18,91,2020-04-25,2020-04-21,
5683,200729942,2020,1930631951.0,8729.623,66,10,3,2020,25,3,2020,10,3,2020,18,2388,2020-03-25,2020-03-27,0-15
5684,100031969,2020,2960620346.0,5321.25,66,11,3,2020,23,3,2020,13,3,2020,5,2919,2020-03-23,2020-03-29,0-15
5685,200743123,2020,1930768030.0,64346.51299999999,66,9,4,2020,24,4,2020,9,4,2020,18,1582,2020-04-24,2020-04-28,0-15
5686,140104409,2020,2960621490.0,160212.41,66,22,3,2020,3,4,2020,24,3,2020,5,1671,2020-04-03,2020-04-08,0-15
5687,200794332,2020,1930660919.0,14034.243999999999,66,18,3,2020,2,4,2020,18,3,2020,20,629,2020-04-02,2020-04-03,0-15
5688,200772670,2020,1930594350.0,33128.627,66,3,3,2020,18,3,2020,3,3,2020,46,186,2020-03-18,2020-03-21,0-15
5689,200762301,2020,1930717196.0,16183.999999999998,66,31,3,2020,15,4,2020,31,3,2020,24,450,2020-04-15,2020-04-15,0-15
